Symbol,Exchange,Currency,Trades Found,Take Profit,Profit,StopLoss,Loss,Wins,%
ARS,SMART,GBP,0,0,0,0,0,0,0
ROCK,SMART,GBP,0,0,0,0,0,0,0
0QXR,SMART,GBP,0,0,0,0,0,0,0
STAN,SMART,GBP,0,0,0,0,0,0,0
0O8F,SMART,GBP,0,0,0,0,0,0,0
AMC,SMART,GBP,0,0,0,0,0,0,0
RDSB,SMART,GBP,0,0,0,0,0,0,0
0HBC,SMART,GBP,0,0,0,0,0,0,0
TPG,SMART,GBP,0,0,0,0,0,0,0
MNG,SMART,GBP,0,0,0,0,0,0,0
FGP,SMART,GBP,0,0,0,0,0,0,0
ECR,SMART,GBP,0,0,0,0,0,0,0
PFC,SMART,GBP,0,0,0,0,0,0,0
EOG,SMART,GBP,0,0,0,0,0,0,0
0O2D,SMART,GBP,0,0,0,0,0,0,0
PAF,SMART,GBP,0,0,0,0,0,0,0
AV.,SMART,GBP,0,0,0,0,0,0,0
NSF,SMART,GBP,0,0,0,0,0,0,0
7DIG,SMART,GBP,0,0,0,0,0,0,0
PRD,SMART,GBP,0,0,0,0,0,0,0
QLT,SMART,GBP,0,0,0,0,0,0,0
EMG,SMART,GBP,0,0,0,0,0,0,0
KGF,SMART,GBP,0,0,0,0,0,0,0
ODX,SMART,GBP,0,0,0,0,0,0,0
UHS,SMART,GBP,0,0,0,0,0,0,0
GFIN,SMART,GBP,0,0,0,0,0,0,0
ATM,SMART,GBP,0,0,0,0,0,0,0
QFI,SMART,GBP,0,0,0,0,0,0,0
KIE,SMART,GBP,0,0,0,0,0,0,0
COD,SMART,GBP,0,0,0,0,0,0,0
GSK,SMART,GBP,0,0,0,0,0,0,0
MHC,SMART,GBP,0,0,0,0,0,0,0
IQE,SMART,GBP,0,0,0,0,0,0,0
DEC,SMART,GBP,0,0,0,0,0,0,0
CUSN,SMART,GBP,0,0,0,0,0,0,0
JLG,SMART,GBP,0,0,0,0,0,0,0
ORPH,SMART,GBP,0,0,0,0,0,0,0
LOGP,SMART,GBP,0,0,0,0,0,0,0
AFC,SMART,GBP,0,0,0,0,0,0,0
AAL,SMART,GBP,0,0,0,0,0,0,0
MTL,SMART,GBP,0,0,0,0,0,0,0
TCAP,SMART,GBP,0,0,0,0,0,0,0
CTEC,SMART,GBP,0,0,0,0,0,0,0
BHP,SMART,GBP,0,0,0,0,0,0,0
BIDS,SMART,GBP,0,0,0,0,0,0,0
RDSA,SMART,GBP,0,0,0,0,0,0,0
NG.,SMART,GBP,0,0,0,0,0,0,0
I3E,SMART,GBP,0,0,0,0,0,0,0
GLR,SMART,GBP,0,0,0,0,0,0,0
ITM,SMART,GBP,0,0,0,0,0,0,0
SNG,SMART,GBP,0,0,0,0,0,0,0
HAS,SMART,GBP,0,0,0,0,0,0,0
OCTP,SMART,GBP,0,0,0,0,0,0,0
JAY,SMART,GBP,0,0,0,0,0,0,0
SOLG,SMART,GBP,0,0,0,0,0,0,0
SRP,SMART,GBP,0,0,0,0,0,0,0
EZJ,SMART,GBP,0,0,0,0,0,0,0
SOU,SMART,GBP,0,0,0,0,0,0,0
0HAR,SMART,GBP,0,0,0,0,0,0,0
BDEV,SMART,GBP,0,0,0,0,0,0,0
EEE,SMART,GBP,0,0,0,0,0,0,0
CARD,SMART,GBP,0,0,0,0,0,0,0
CEG,SMART,GBP,0,0,0,0,0,0,0
SENX,SMART,GBP,0,0,0,0,0,0,0
XTR,SMART,GBP,0,0,0,0,0,0,0
DRUM,SMART,GBP,0,0,0,0,0,0,0
STAR,SMART,GBP,0,0,0,0,0,0,0
CTEA,SMART,GBP,0,0,0,0,0,0,0
GBP,SMART,GBP,0,0,0,0,0,0,0
VMUK,SMART,GBP,0,0,0,0,0,0,0
KIBO,SMART,GBP,0,0,0,0,0,0,0
SSPG,SMART,GBP,0,0,0,0,0,0,0
AAF,SMART,GBP,0,0,0,0,0,0,0
HAYD,SMART,GBP,0,0,0,0,0,0,0
BA.,SMART,GBP,0,0,0,0,0,0,0
AVST,SMART,GBP,0,0,0,0,0,0,0
DLG,SMART,GBP,0,0,0,0,0,0,0
AEG,SMART,GBP,0,0,0,0,0,0,0
AEX,SMART,GBP,0,0,0,0,0,0,0
ARCM,SMART,GBP,0,0,0,0,0,0,0
NCYT,SMART,GBP,0,0,0,0,0,0,0
ZAM,SMART,GBP,0,0,0,0,0,0,0
TUI,SMART,GBP,0,0,0,0,0,0,0
COBR,SMART,GBP,0,0,0,0,0,0,0
SMDS,SMART,GBP,0,0,0,0,0,0,0
VDTK,SMART,GBP,0,0,0,0,0,0,0
RIO,SMART,GBP,0,0,0,0,0,0,0
ACP,SMART,GBP,0,0,0,0,0,0,0
ITX,SMART,GBP,0,0,0,0,0,0,0
HUM,SMART,GBP,0,0,0,0,0,0,0
SRE,SMART,GBP,0,0,0,0,0,0,0
CHRY,SMART,GBP,0,0,0,0,0,0,0
FXPO,SMART,GBP,0,0,0,0,0,0,0
EVG,SMART,GBP,0,0,0,0,0,0,0
DCI,SMART,GBP,0,0,0,0,0,0,0
LTG,SMART,GBP,0,0,0,0,0,0,0
SCIR,SMART,GBP,0,0,0,0,0,0,0
CBX,SMART,GBP,0,0,0,0,0,0,0
JUST,SMART,GBP,0,0,0,0,0,0,0
MARS,SMART,GBP,0,0,0,0,0,0,0
AET,SMART,GBP,0,0,0,0,0,0,0
0N54,SMART,GBP,0,0,0,0,0,0,0
UOG,SMART,GBP,0,0,0,0,0,0,0
BLOE,SMART,GBP,0,0,0,0,0,0,0
DDDD,SMART,GBP,0,0,0,0,0,0,0
CSP,SMART,GBP,0,0,0,0,0,0,0
CRCL,SMART,GBP,0,0,0,0,0,0,0
INVP,SMART,GBP,0,0,0,0,0,0,0
RTO,SMART,GBP,0,0,0,0,0,0,0
0RPI,SMART,GBP,0,0,0,0,0,0,0
MATD,SMART,GBP,0,0,0,0,0,0,0
RWS,SMART,GBP,0,0,0,0,0,0,0
DELT,SMART,GBP,0,0,0,0,0,0,0
TERN,SMART,GBP,0,0,0,0,0,0,0
IDHC,SMART,GBP,0,0,0,0,0,0,0
0OQV,SMART,GBP,0,0,0,0,0,0,0
HOC,SMART,GBP,0,0,0,0,0,0,0
BOD,SMART,GBP,0,0,0,0,0,0,0
N4P,SMART,GBP,0,0,0,0,0,0,0
GST,SMART,GBP,0,0,0,0,0,0,0
0RLS,SMART,GBP,0,0,0,0,0,0,0
BOO,SMART,GBP,0,0,0,0,0,0,0
MIN,SMART,GBP,0,0,0,0,0,0,0
TRP,SMART,GBP,0,0,0,0,0,0,0
GNC,SMART,GBP,0,0,0,0,0,0,0
JUP,SMART,GBP,0,0,0,0,0,0,0
PTAL,SMART,GBP,0,0,0,0,0,0,0
SHG,SMART,GBP,0,0,0,0,0,0,0
TRMR,SMART,GBP,0,0,0,0,0,0,0
DX.,SMART,GBP,0,0,0,0,0,0,0
CCR,SMART,GBP,0,0,0,0,0,0,0
SLA,SMART,GBP,0,0,0,0,0,0,0
ANIC,SMART,GBP,0,0,0,0,0,0,0
BREE,SMART,GBP,0,0,0,0,0,0,0
BRSD,SMART,GBP,0,0,0,0,0,0,0
DC.,SMART,GBP,0,0,0,0,0,0,0
NAPS,SMART,GBP,0,0,0,0,0,0,0
PRU,SMART,GBP,0,0,0,0,0,0,0
CDL,SMART,GBP,0,0,0,0,0,0,0
0RLA,SMART,GBP,0,0,0,0,0,0,0
KP2,SMART,GBP,0,0,0,0,0,0,0
STX,SMART,GBP,0,0,0,0,0,0,0
SGE,SMART,GBP,0,0,0,0,0,0,0
0Q0C,SMART,GBP,0,0,0,0,0,0,0
DOCS,SMART,GBP,0,0,0,0,0,0,0
PALM,SMART,GBP,0,0,0,0,0,0,0
MTC,SMART,GBP,0,0,0,0,0,0,0
COA,SMART,GBP,0,0,0,0,0,0,0
TRN,SMART,GBP,0,0,0,0,0,0,0
PANR,SMART,GBP,0,0,0,0,0,0,0
IRR,SMART,GBP,0,0,0,0,0,0,0
0LD0,SMART,GBP,0,0,0,0,0,0,0
RMG,SMART,GBP,0,0,0,0,0,0,0
IPO,SMART,GBP,0,0,0,0,0,0,0
OMU,SMART,GBP,0,0,0,0,0,0,0
DMTR,SMART,GBP,0,0,0,0,0,0,0
WG.,SMART,GBP,0,0,0,0,0,0,0
RBW,SMART,GBP,0,0,0,0,0,0,0
SCLP,SMART,GBP,0,0,0,0,0,0,0
PPC,SMART,GBP,0,0,0,0,0,0,0
0N9S,SMART,GBP,0,0,0,0,0,0,0
EBOX,SMART,GBP,0,0,0,0,0,0,0
DGE,SMART,GBP,0,0,0,0,0,0,0
WBI,SMART,GBP,0,0,0,0,0,0,0
DVRG,SMART,GBP,0,0,0,0,0,0,0
TAVI,SMART,GBP,0,0,0,0,0,0,0
VAST,SMART,GBP,0,0,0,0,0,0,0
PFD,SMART,GBP,0,0,0,0,0,0,0
RPS,SMART,GBP,0,0,0,0,0,0,0
ULVR,SMART,GBP,0,0,0,0,0,0,0
PHNX,SMART,GBP,0,0,0,0,0,0,0
REL,SMART,GBP,0,0,0,0,0,0,0
INDV,SMART,GBP,0,0,0,0,0,0,0
ASHM,SMART,GBP,0,0,0,0,0,0,0
PRSM,SMART,GBP,0,0,0,0,0,0,0
KDNC,SMART,GBP,0,0,0,0,0,0,0
BWNG,SMART,GBP,0,0,0,0,0,0,0
TGR,SMART,GBP,0,0,0,0,0,0,0
0J6Y,SMART,GBP,0,0,0,0,0,0,0
SNWS,SMART,GBP,0,0,0,0,0,0,0
TXP,SMART,GBP,0,0,0,0,0,0,0
BCN,SMART,GBP,0,0,0,0,0,0,0
RTN,SMART,GBP,0,0,0,0,0,0,0
BME,SMART,GBP,0,0,0,0,0,0,0
TTG,SMART,GBP,0,0,0,0,0,0,0
MTO,SMART,GBP,0,0,0,0,0,0,0
NEX,SMART,GBP,0,0,0,0,0,0,0
REAT,SMART,GBP,0,0,0,0,0,0,0
SLP,SMART,GBP,0,0,0,0,0,0,0
CIZ,SMART,GBP,0,0,0,0,0,0,0
EVR,SMART,GBP,0,0,0,0,0,0,0
JSE,SMART,GBP,0,0,0,0,0,0,0
KMK,SMART,GBP,0,0,0,0,0,0,0
AZN,SMART,GBP,0,0,0,0,0,0,0
DEMG,SMART,GBP,0,0,0,0,0,0,0
OSB,SMART,GBP,0,0,0,0,0,0,0
DARK,SMART,GBP,0,0,0,0,0,0,0
INF,SMART,GBP,0,0,0,0,0,0,0
BATS,SMART,GBP,0,0,0,0,0,0,0
BEZ,SMART,GBP,0,0,0,0,0,0,0
DUKE,SMART,GBP,0,0,0,0,0,0,0
MGGT,SMART,GBP,0,0,0,0,0,0,0
AMOI,SMART,GBP,0,0,0,0,0,0,0
ABDX,SMART,GBP,0,0,0,0,0,0,0
0INB,SMART,GBP,0,0,0,0,0,0,0
0RIC,SMART,GBP,0,0,0,0,0,0,0
CPG,SMART,GBP,0,0,0,0,0,0,0
EML,SMART,GBP,0,0,0,0,0,0,0
VTU,SMART,GBP,0,0,0,0,0,0,0
0QGU,SMART,GBP,0,0,0,0,0,0,0
RUR,SMART,GBP,0,0,0,0,0,0,0
BNC,SMART,GBP,0,0,0,0,0,0,0
IWG,SMART,GBP,0,0,0,0,0,0,0
0Q8M,SMART,GBP,0,0,0,0,0,0,0
ANTO,SMART,GBP,0,0,0,0,0,0,0
POLX,SMART,GBP,0,0,0,0,0,0,0
0QZP,SMART,GBP,0,0,0,0,0,0,0
AUTO,SMART,GBP,0,0,0,0,0,0,0
DGI9,SMART,GBP,0,0,0,0,0,0,0
MONY,SMART,GBP,0,0,0,0,0,0,0
VLX,SMART,GBP,0,0,0,0,0,0,0
BBY,SMART,GBP,0,0,0,0,0,0,0
THG,SMART,GBP,0,0,0,0,0,0,0
0NRE,SMART,GBP,0,0,0,0,0,0,0
WPP,SMART,GBP,0,0,0,0,0,0,0
GRI,SMART,GBP,0,0,0,0,0,0,0
SSE,SMART,GBP,0,0,0,0,0,0,0
IMB,SMART,GBP,0,0,0,0,0,0,0
HTWS,SMART,GBP,0,0,0,0,0,0,0
ELM,SMART,GBP,0,0,0,0,0,0,0
THS,SMART,GBP,0,0,0,0,0,0,0
ASLR,SMART,GBP,0,0,0,0,0,0,0
WSBN,SMART,GBP,0,0,0,0,0,0,0
WEB,SMART,GBP,0,0,0,0,0,0,0
JTC,SMART,GBP,0,0,0,0,0,0,0
RCH,SMART,GBP,0,0,0,0,0,0,0
POLY,SMART,GBP,0,0,0,0,0,0,0
VRS,SMART,GBP,0,0,0,0,0,0,0
GDR,SMART,GBP,0,0,0,0,0,0,0
AAU,SMART,GBP,0,0,0,0,0,0,0
WJG,SMART,GBP,0,0,0,0,0,0,0
PYC,SMART,GBP,0,0,0,0,0,0,0
NCCL,SMART,GBP,0,0,0,0,0,0,0
0NQP,SMART,GBP,0,0,0,0,0,0,0
PNN,SMART,GBP,0,0,0,0,0,0,0
0IIF,SMART,GBP,0,0,0,0,0,0,0
MODE,SMART,GBP,0,0,0,0,0,0,0
SCGL,SMART,GBP,0,0,0,0,0,0,0
HWDN,SMART,GBP,0,0,0,0,0,0,0
PFG,SMART,GBP,0,0,0,0,0,0,0
CAPD,SMART,GBP,0,0,0,0,0,0,0
FUM,SMART,GBP,0,0,0,0,0,0,0
YCA,SMART,GBP,0,0,0,0,0,0,0
SIGB,SMART,GBP,0,0,0,0,0,0,0
IGG,SMART,GBP,0,0,0,0,0,0,0
ESKN,SMART,GBP,0,0,0,0,0,0,0
FOXT,SMART,GBP,0,0,0,0,0,0,0
IBST,SMART,GBP,0,0,0,0,0,0,0
CGH,SMART,GBP,0,0,0,0,0,0,0
0R0G,SMART,GBP,0,0,0,0,0,0,0
0N4T,SMART,GBP,0,0,0,0,0,0,0
ORM,SMART,GBP,0,0,0,0,0,0,0
TEK,SMART,GBP,0,0,0,0,0,0,0
0RH5,SMART,GBP,0,0,0,0,0,0,0
HSV,SMART,GBP,0,0,0,0,0,0,0
FOX,SMART,GBP,0,0,0,0,0,0,0
VAL,SMART,GBP,0,0,0,0,0,0,0
MCRO,SMART,GBP,0,0,0,0,0,0,0
CORA,SMART,GBP,0,0,0,0,0,0,0
0H65,SMART,GBP,0,0,0,0,0,0,0
OCDO,SMART,GBP,0,0,0,0,0,0,0
RMV,SMART,GBP,0,0,0,0,0,0,0
SGC,SMART,GBP,0,0,0,0,0,0,0
BBSN,SMART,GBP,0,0,0,0,0,0,0
ENT,SMART,GBP,0,0,0,0,0,0,0
SN.,SMART,GBP,0,0,0,0,0,0,0
ASCL,SMART,GBP,0,0,0,0,0,0,0
MTPH,SMART,GBP,0,0,0,0,0,0,0
JSG,SMART,GBP,0,0,0,0,0,0,0
ROO,SMART,GBP,0,0,0,0,0,0,0
BAB,SMART,GBP,0,0,0,0,0,0,0
PXS,SMART,GBP,0,0,0,0,0,0,0
WRKS,SMART,GBP,0,0,0,0,0,0,0
RDW,SMART,GBP,0,0,0,0,0,0,0
CGO,SMART,GBP,0,0,0,0,0,0,0
ROR,SMART,GBP,0,0,0,0,0,0,0
0ILK,SMART,GBP,0,0,0,0,0,0,0
MTRO,SMART,GBP,0,0,0,0,0,0,0
0NQF,SMART,GBP,0,0,0,0,0,0,0
PVR,SMART,GBP,0,0,0,0,0,0,0
WIX,SMART,GBP,0,0,0,0,0,0,0
0HXB,SMART,GBP,0,0,0,0,0,0,0
ECO,SMART,GBP,0,0,0,0,0,0,0
TRAF,SMART,GBP,0,0,0,0,0,0,0
TGA,SMART,GBP,0,0,0,0,0,0,0
MKA,SMART,GBP,0,0,0,0,0,0,0
SAGA,SMART,GBP,0,0,0,0,0,0,0
MAB,SMART,GBP,0,0,0,0,0,0,0
0Q0Y,SMART,GBP,0,0,0,0,0,0,0
BIRG,SMART,GBP,0,0,0,0,0,0,0
FRAS,SMART,GBP,0,0,0,0,0,0,0
BRCK,SMART,GBP,0,0,0,0,0,0,0
LSAI,SMART,GBP,0,0,0,0,0,0,0
TATE,SMART,GBP,0,0,0,0,0,0,0
CHF,SMART,GBP,0,0,0,0,0,0,0
BYOT,SMART,GBP,0,0,0,0,0,0,0
IQAI,SMART,GBP,0,0,0,0,0,0,0
XPD,SMART,GBP,0,0,0,0,0,0,0
PRIM,SMART,GBP,0,0,0,0,0,0,0
ZEN,SMART,GBP,0,0,0,0,0,0,0
0HBA,SMART,GBP,0,0,0,0,0,0,0
0S1Z,SMART,GBP,0,0,0,0,0,0,0
0QQ7,SMART,GBP,0,0,0,0,0,0,0
STJ,SMART,GBP,0,0,0,0,0,0,0
SPT,SMART,GBP,0,0,0,0,0,0,0
MJH,SMART,GBP,0,0,0,0,0,0,0
LOOK,SMART,GBP,0,0,0,0,0,0,0
REDD,SMART,GBP,0,0,0,0,0,0,0
GKP,SMART,GBP,0,0,0,0,0,0,0
GMR,SMART,GBP,0,0,0,0,0,0,0
MNZS,SMART,GBP,0,0,0,0,0,0,0
FRES,SMART,GBP,0,0,0,0,0,0,0
0A5H,SMART,GBP,0,0,0,0,0,0,0
KDR,SMART,GBP,0,0,0,0,0,0,0
KZG,SMART,GBP,0,0,0,0,0,0,0
NSCI,SMART,GBP,0,0,0,0,0,0,0
HFD,SMART,GBP,0,0,0,0,0,0,0
VTY,SMART,GBP,0,0,0,0,0,0,0
0FJ8,SMART,GBP,0,0,0,0,0,0,0
IHP,SMART,GBP,0,0,0,0,0,0,0
AURA,SMART,GBP,0,0,0,0,0,0,0
0RC2,SMART,GBP,0,0,0,0,0,0,0
III,SMART,GBP,0,0,0,0,0,0,0
GRL,SMART,GBP,0,0,0,0,0,0,0
CCL,SMART,GBP,0,0,0,0,0,0,0
0URG,SMART,GBP,0,0,0,0,0,0,0
COST,SMART,GBP,0,0,0,0,0,0,0
0HAF,SMART,GBP,0,0,0,0,0,0,0
RMM,SMART,GBP,0,0,0,0,0,0,0
JD.,SMART,GBP,0,0,0,0,0,0,0
0MU6,SMART,GBP,0,0,0,0,0,0,0
REC,SMART,GBP,0,0,0,0,0,0,0
PETS,SMART,GBP,0,0,0,0,0,0,0
BOR,SMART,GBP,0,0,0,0,0,0,0
ECM,SMART,GBP,0,0,0,0,0,0,0
RWI,SMART,GBP,0,0,0,0,0,0,0
DLAR,SMART,GBP,0,0,0,0,0,0,0
CYBA,SMART,GBP,0,0,0,0,0,0,0
UNG,SMART,GBP,0,0,0,0,0,0,0
VRE,SMART,GBP,0,0,0,0,0,0,0
CMRS,SMART,GBP,0,0,0,0,0,0,0
DOM,SMART,GBP,0,0,0,0,0,0,0
TRR,SMART,GBP,0,0,0,0,0,0,0
UU.,SMART,GBP,0,0,0,0,0,0,0
0O1C,SMART,GBP,0,0,0,0,0,0,0
0MFY,SMART,GBP,0,0,0,0,0,0,0
PHTM,SMART,GBP,0,0,0,0,0,0,0
EXPN,SMART,GBP,0,0,0,0,0,0,0
DKL,SMART,GBP,0,0,0,0,0,0,0
ALM,SMART,GBP,0,0,0,0,0,0,0
CRST,SMART,GBP,0,0,0,0,0,0,0
ADME,SMART,GBP,0,0,0,0,0,0,0
PTEC,SMART,GBP,0,0,0,0,0,0,0
LND,SMART,GBP,0,0,0,0,0,0,0
SYM,SMART,GBP,0,0,0,0,0,0,0
PIRI,SMART,GBP,0,0,0,0,0,0,0
WTE,SMART,GBP,0,0,0,0,0,0,0
0H7D,SMART,GBP,0,0,0,0,0,0,0
QQ.,SMART,GBP,0,0,0,0,0,0,0
MNDI,SMART,GBP,0,0,0,0,0,0,0
IKA,SMART,GBP,0,0,0,0,0,0,0
CNE,SMART,GBP,0,0,0,0,0,0,0
TMI,SMART,GBP,0,0,0,0,0,0,0
888,SMART,GBP,0,0,0,0,0,0,0
RBG,SMART,GBP,0,0,0,0,0,0,0
CAML,SMART,GBP,0,0,0,0,0,0,0
AGL,SMART,GBP,0,0,0,0,0,0,0
0KED,SMART,GBP,0,0,0,0,0,0,0
SRB,SMART,GBP,0,0,0,0,0,0,0
UDG,SMART,GBP,0,0,0,0,0,0,0
CRH,SMART,GBP,0,0,0,0,0,0,0
DVO,SMART,GBP,0,0,0,0,0,0,0
JET2,SMART,GBP,0,0,0,0,0,0,0
FCRM,SMART,GBP,0,0,0,0,0,0,0
0QWN,SMART,GBP,0,0,0,0,0,0,0
GFTU,SMART,GBP,0,0,0,0,0,0,0
0RLW,SMART,GBP,0,0,0,0,0,0,0
TED,SMART,GBP,0,0,0,0,0,0,0
BYIT,SMART,GBP,0,0,0,0,0,0,0
0RK6,SMART,GBP,0,0,0,0,0,0,0
TILS,SMART,GBP,0,0,0,0,0,0,0
BIRD,SMART,GBP,0,0,0,0,0,0,0
MCL,SMART,GBP,0,0,0,0,0,0,0
HSX,SMART,GBP,0,0,0,0,0,0,0
TLY,SMART,GBP,0,0,0,0,0,0,0
INCH,SMART,GBP,0,0,0,0,0,0,0
ASLI,SMART,GBP,0,0,0,0,0,0,0
SUR,SMART,GBP,0,0,0,0,0,0,0
RKT,SMART,GBP,0,0,0,0,0,0,0
GFM,SMART,GBP,0,0,0,0,0,0,0
MOON,SMART,GBP,0,0,0,0,0,0,0
SBTX,SMART,GBP,0,0,0,0,0,0,0
CHAR,SMART,GBP,0,0,0,0,0,0,0
CLIN,SMART,GBP,0,0,0,0,0,0,0
CYAN,SMART,GBP,0,0,0,0,0,0,0
TIDE,SMART,GBP,0,0,0,0,0,0,0
GTC,SMART,GBP,0,0,0,0,0,0,0
IPF,SMART,GBP,0,0,0,0,0,0,0
